LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1010686-DCA,Inactive,"LA RIPAILLE, CORP.",LA RIPAILLE RESTAURANT,605,HUDSON ST,NEW YORK,NY,10014,Unenclosed,129,4,11,40372262,40.73727004943762,-74.0058781964974,102,3,http://www.nyc.gov/manhattancb2,11717-2018-RSWC,Unenclosed,129,4,11,Application Review Completed,02/04/2019,09/15/2020,,08/24/2018,Ready For Review,08/24/2018,Approved,08/24/2018,,,Recommend Approval,10/10/2018,Waived,10/10/2018,,,Review Period Expired,10/31/2018,Approved,02/04/2019,Issued,02/04/2019
1415773-DCA,Inactive,MS RESTAURANT OWNERS LLC,MORNING STAR RESTAURANT,879,9TH AVE,NEW YORK,NY,10019,Enclosed,191,8,24,41634004,40.76824652349651,-73.98571464560412,104,3,http://www.nyc.gov/mcb4,19338-2019-RSWC,Enclosed,191,8,24,Pending Review,01/23/2020,04/13/2020,04/13/2020,05/08/2019,Ready For Review,05/08/2019,Issued Temp Op Letter,05/09/2019,Pending Review,05/09/2019,Pending Review,05/09/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2062941-DCA,Active,R G BAR G LLC,DARLINGS,242,HIMROD ST,BROOKLYN,NY,11237,Small Unenclosed,169,5,15,50050931,40.699932748094504,-73.91981060921752,304,37,http://www.nyc.gov/brooklyncb4,20412-2019-RSWC,Small Unenclosed,169,5,15,Application Review Completed,10/24/2019,04/15/2021,,05/21/2019,Ready For Review,05/23/2019,Approved,05/30/2019,,,Review Period Expired,07/23/2019,Waived,07/23/2019,,,Review Period Expired,08/13/2019,Approved,10/24/2019,Issued,10/24/2019
1421278-DCA,Inactive,BLUE SMOKE 102 NORTH END AVE LLC,BLUE SMOKE,255,VESEY ST,NEW YORK,NY,10281,Unenclosed,311,12,28,41629699,40.71498996723318,-74.0154823732662,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,28717-2018-RSWC,Unenclosed,311,12,28,Application Review Completed,06/20/2019,12/15/2020,,11/21/2018,Ready For Review,11/21/2018,Approved,11/21/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,Approved,06/20/2019,Issued,06/20/2019
2038519-DCA,Inactive,HSNYC LLC,HIGH STREET ON HUDSON,637,HUDSON ST,NEW YORK,NY,10014,Unenclosed,156,9,19,50042800,40.73887574250839,-74.00561852210569,102,3,http://www.nyc.gov/manhattancb2,27814-2018-RSWC,Unenclosed,156,9,19,Application Review Completed,04/09/2019,09/15/2020,,11/15/2018,Ready For Review,11/15/2018,Approved,11/15/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,Approved,04/09/2019,Issued,04/09/2019
2020669-DCA,Inactive,TOZZER LTD,NIAGRA,110,AVENUE A,NEW YORK,NY,10009,Unenclosed,234,10,20,40394007,40.7258316236478,-73.98349769427189,103,2,http://www.nyc.gov/manhattancb3,12449-2018-RSWC,Unenclosed,234,10,20,Application Review Completed,09/12/2018,09/15/2020,,09/07/2018,Ready For Review,09/07/2018,Approved,,Proceed,09/12/2018,Recommend Approval,09/12/2018,Waived,09/12/2018,,,Approved,09/12/2018,Approved,09/12/2018,Issued,09/12/2018
2088549-DCA,Active,LE2 LLC,27 MORTON,27 1/2,MORTON ST,NEW YORK,NY,10014,Unenclosed,177,6,12,50089270,40.731157543019165,-74.00454625425897,102,3,http://www.nyc.gov/manhattancb2,6566-2019-ASWC,Unenclosed,177,6,12,Application Review Completed,09/26/2019,09/15/2021,,06/03/2019,Ready For Review,06/03/2019,Approved,06/04/2019,,,Recommend Approval,06/24/2019,Recommendation Issued,07/24/2019,SWC Public Hearing,07/24/2019,Review Period Expired,08/14/2019,Approved,09/26/2019,Issued,09/26/2019
1465832-DCA,Inactive,"BILL'S DTM NY, LLC",BILL'S BAR AND BURGER DOWNTOWN,85,WEST ST,NEW YORK,NY,10006,Unenclosed,197,7,14,50000726,40.70942919365759,-74.01460819683548,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,34812-2019-RSWC,Unenclosed,197,7,14,Pending Review,05/27/2020,08/31/2020,08/31/2020,12/09/2019,Ready For Review,12/09/2019,Issued Temp Op Letter,12/10/2019,Pending Review,12/10/2019,Review Period Expired,01/29/2020,Waived,01/29/2020,,,Review Period Expired,02/19/2020,Pending Review,,Pending Review,
2057395-DCA,Active,TUFINO PIZZERIA NAPOLETANA INC,,3608,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,119,6,14,41696092,40.77398568614118,-73.9080921438628,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,18935-2019-RSWC,Unenclosed,119,6,14,Application Review Completed,10/16/2019,04/15/2021,,04/30/2019,Ready For Review,04/30/2019,Approved,05/02/2019,,,Recommend Approval,05/30/2019,Waived,06/11/2019,,,Review Period Expired,07/02/2019,Approved,10/16/2019,Issued,10/16/2019
1245257-DCA,Inactive,"THE SMOKE JOINT, LLC",THE SMOKE JOINT,87,S ELLIOTT PL,BROOKLYN,NY,11217,Enclosed,161,5,12,41270972,40.68692864449374,-73.97543766444142,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,20570-2019-RSWC,Enclosed,161,5,12,Pending Review,03/05/2020,06/30/2020,06/30/2020,05/22/2019,Ready For Review,05/22/2019,Issued Temp Op Letter,05/22/2019,Pending Review,05/22/2019,Pending Review,05/22/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2077830-DCA,Active,834 7TH AVENUE LLC,THE STAGECOACH,834,7TH AVE,NEW YORK,NY,10019,Enclosed,500,13,54,50001105,40.76347560693438,-73.98177366995202,105,4,http://www.cb5.org,14863-2018-ASWC,Enclosed,500,13,54,Application Review Completed,10/28/2019,05/15/2021,,09/04/2018,Ready For Review,09/04/2018,Approved,09/04/2018,Proceed,07/02/2019,Recommend Approval,08/14/2019,Recommendation Issued,08/14/2019,SWC Public Hearing,08/21/2019,Review Period Expired,09/06/2019,Approved,10/28/2019,Issued,10/28/2019
2007744-DCA,Inactive,PAOLA'S RESTAURANT GROUP LLC,PAOLA'S RESTAURANT,1295,MADISON AVE,NEW YORK,NY,10128,Small Unenclosed,216,6,24,41387793,40.784762253918736,-73.95581166287904,108,4,http://www.cb8m.com/,539-2019-RSWC,Small Unenclosed,216,6,24,Application Review Completed,01/04/2019,12/15/2020,,01/04/2019,Ready For Review,01/04/2019,Approved,,Pending Review,01/04/2019,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,01/04/2019
2023885-DCA,Active,WESTWAY DINER INC,WEST WAY DINER,614,9TH AVE,NEW YORK,NY,10036,Unenclosed,211,18,36,40387861,40.75938433699312,-73.99169054577303,104,3,http://www.nyc.gov/mcb4,17297-2019-RSWC,Unenclosed,211,18,36,Application Review Completed,04/10/2019,04/15/2021,,04/09/2019,Ready For Review,04/09/2019,Approved,,Proceed,04/10/2019,Recommend Approval,04/10/2019,Recommendation Issued,04/10/2019,,,,,Approved,04/10/2019,Issued,04/10/2019
1323228-DCA,Inactive,112 RESTAURANT CORP.,BUILDING ON BOND,112,BOND ST,BROOKLYN,NY,11217,Unenclosed,153,6,12,41369267,40.68615905451671,-73.98536444971462,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,33346-2015-RSWC,Unenclosed,153,6,12,Pending Review,05/26/2020,07/17/2020,07/17/2020,01/31/2020,Ready For Review,12/17/2015,Issued Temp Op Letter,12/22/2015,Pending Review,12/17/2015,Review Period Expired,02/11/2016,Pending Review,02/11/2016,,,Pending Review,,Pending Review,,Pending Review,
2055674-DCA,Inactive,BALCONY CAFE INC.,,78,READE ST,NEW YORK,NY,10007,Unenclosed,237,13,26,50002454,40.71546014152436,-74.00713160944544,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,2421-2020-RSWC,Unenclosed,237,13,26,Pending Review,03/05/2020,03/28/2020,03/28/2020,01/31/2020,Ready For Review,01/31/2020,Issued Temp Op Letter,01/31/2020,Pending Review,01/31/2020,Pending Review,01/31/2020,Pending Review,,SWC Public Hearing,03/18/2020,Pending Review,,Pending Review,,Pending Review,
2039433-DCA,Inactive,JOYFUL EATS LLC,MIMI CHENG'S DUMPLINGS,179,2ND AVE,NEW YORK,NY,10003,Unenclosed,116,6,12,50043210,40.73071492505434,-73.98640823325309,103,2,http://www.nyc.gov/manhattancb3,13359-2018-RSWC,Unenclosed,116,6,12,Application Review Completed,03/18/2019,09/15/2020,,09/17/2018,Ready For Review,09/17/2018,Approved,09/17/2018,,,Review Period Expired,11/14/2018,Waived,11/14/2018,,,Review Period Expired,12/05/2018,Approved,03/18/2019,Issued,03/18/2019
2036320-DCA,Inactive,UPPER WEST HOSPITALITY LLC,,428,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,185,12,20,50041322,40.78430745863899,-73.97773084865443,107,6,http://www.nyc.gov/mcb7,7606-2019-RSWC,Unenclosed,185,12,20,Application Review Completed,09/05/2019,12/15/2020,,02/11/2019,Ready For Review,02/11/2019,Approved,02/13/2019,,,Review Period Expired,04/03/2019,Waived,04/03/2019,,,Review Period Expired,04/24/2019,Approved,09/05/2019,Issued,09/05/2019
2038816-DCA,Inactive,STEINWAY LPC CORP,LA PEQUENA COLOMBIA,3225,STEINWAY ST,ASTORIA,NY,11103,Unenclosed,96,4,16,50044262,40.75840668886899,-73.91929984037645,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,27420-2018-RSWC,Unenclosed,96,4,16,Application Review Completed,11/13/2018,09/15/2020,,11/13/2018,Ready For Review,11/13/2018,Approved,,Proceed,11/13/2018,Recommend Approval,11/13/2018,Waived,11/13/2018,,,Approved,11/13/2018,Approved,11/13/2018,Issued,11/13/2018
2070370-DCA,Inactive,MICHEL GE INC,BELLINI,483,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,73,4,8,50061282,40.78456726865556,-73.97330724665852,107,6,http://www.nyc.gov/mcb7,4664-2018-ASWC,Unenclosed,73,4,8,Application Review Completed,08/08/2018,12/15/2020,,03/09/2018,Ready For Review,03/09/2018,Approved,03/09/2018,,,Review Period Expired,04/29/2018,Recommendation Issued,05/02/2018,SWC Public Hearing,04/25/2018,Review Period Expired,05/23/2018,,,Issued,08/08/2018
2040738-DCA,Inactive,SAPORI D'ITALIA OF NYC INC,SAPORI,105,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,145,10,20,50054388,40.71737345075207,-73.99850653967451,102,1,http://www.nyc.gov/manhattancb2,28868-2018-RSWC,Unenclosed,145,10,20,Application Review Completed,01/17/2019,12/15/2020,,11/21/2018,Ready For Review,11/21/2018,Approved,,,,,,,,,,,,,,Issued,01/17/2019
1192697-DCA,Active,RAMBLING HOUSE INC.,,4292,KATONAH AVE,BRONX,NY,10470,Unenclosed,300,17,34,40932933,40.898440513925785,-73.86719736921276,212,11,http://www.bronxmall.com/commboards/cd12.html,15054-2019-RSWC,Unenclosed,300,17,34,Application Review Completed,06/28/2019,04/15/2021,,03/21/2019,Ready For Review,03/21/2019,Approved,03/22/2019,Proceed,04/01/2019,Recommend Approval,04/01/2019,Waived,04/10/2019,,,Review Period Expired,05/01/2019,Approved,06/28/2019,Issued,06/28/2019
2091698-DCA,Inactive,"LEO BRUNO RESTAURANT, INC.",,3502,DITMARS BLVD,ASTORIA,NY,11105,Enclosed,577,21,44,50095550,40.774773984882664,-73.90879510407053,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,12215-2019-ASWC,Enclosed,577,21,44,Pending Review,01/28/2020,07/28/2020,07/28/2020,10/24/2019,Ready For Review,10/24/2019,Issued Temp Op Letter,10/24/2019,Pending Review,10/24/2019,Pending Review,10/24/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1396587-DCA,Active,"FLAGSHIP S B AMSTERDAM NY, LLC",SARAVANA BHAVAN,413,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,198,11,22,41578669,40.78351699411563,-73.97782860937444,107,6,http://www.nyc.gov/mcb7,15378-2019-RSWC,Unenclosed,198,11,22,Application Review Completed,07/12/2019,04/15/2021,07/15/2019,03/22/2019,Ready For Review,03/27/2019,Approved,03/27/2019,,,Review Period Expired,05/16/2019,Waived,05/16/2019,,,Review Period Expired,06/06/2019,Approved,07/12/2019,Issued,07/12/2019
1454964-DCA,Active,"18 GREENWICH AVENUE, LLC",ROSEMARY'S,18,GREENWICH AVE,NEW YORK,NY,10011,Unenclosed,183,8,16,41668282,40.734863050953344,-73.99989535817042,102,3,http://www.nyc.gov/manhattancb2,32327-2019-RSWC,Unenclosed,183,8,16,Application Review Completed,03/09/2020,04/17/2020,04/17/2020,11/14/2019,Ready For Review,11/22/2019,Process Completed,01/23/2020,,,Review Period Expired,03/25/2020,Waived,03/25/2020,,,Review Period Expired,04/15/2020,,,,
1418144-DCA,Inactive,"SERAFINA 77 WEST , LLC",,2178,BROADWAY,NEW YORK,NY,10024,Unenclosed,667,38,76,41639473,40.78207376953536,-73.98063475727058,107,6,http://www.nyc.gov/mcb7,33890-2018-RSWC,Unenclosed,667,38,76,Application Review Completed,05/24/2019,12/15/2020,,12/27/2018,Ready For Review,12/27/2018,Approved,12/27/2018,,,Review Period Expired,02/21/2019,Waived,02/21/2019,,,Review Period Expired,03/14/2019,,,Issued,05/24/2019
1315889-DCA,Active,S.G.M.G. CORP.,FULL MOON PIZZERIA,600,E 187TH ST,BRONX,NY,10458,Unenclosed,349,12,24,40525206,40.85523866045677,-73.88750523069974,206,15,http://www.bronxmall.com/commboards/cd6.html,26773-2019-RSWC,Unenclosed,349,12,24,Application Review Completed,01/28/2020,09/15/2021,,09/17/2019,Ready For Review,09/17/2019,Approved,09/18/2019,,,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,01/28/2020,Issued,01/28/2020
2081586-DCA,Active,KLT VENTURES LLC,THE LEROY HOUSE,430,HUDSON ST,NEW YORK,NY,10014,Unenclosed,128,6,12,50073023,40.73061672526055,-74.00662809626849,102,3,http://www.nyc.gov/manhattancb2,17582-2018-ASWC,Unenclosed,128,6,12,Application Review Completed,04/02/2019,09/15/2021,,11/26/2018,Ready For Review,11/26/2018,Approved,11/27/2018,,,Recommend Approval,01/11/2019,Waived,01/24/2019,,,Review Period Expired,02/14/2019,,,Issued,04/02/2019
2087610-DCA,Active,VIRGILIA CAFE INC,,168,E 81ST ST,NEW YORK,NY,10028,Unenclosed,197,4,16,41151982,40.77563098185093,-73.95703808753957,108,5,http://www.cb8m.com/,4253-2019-ASWC,Unenclosed,197,4,16,Application Review Completed,08/05/2019,12/15/2021,,04/15/2019,Ready For Review,04/15/2019,Approved,04/15/2019,,,Recommend Approval,06/06/2019,Recommendation Issued,06/06/2019,SWC Public Hearing,06/05/2019,Review Period Expired,07/18/2019,Approved,08/05/2019,Issued,08/05/2019
2074997-DCA,Inactive,STAX77 LLC,STAX NYC,1485,2ND AVE,NEW YORK,NY,10075,Enclosed,346,9,30,50073006,40.7723670964115,-73.95600040616486,108,4,http://www.cb8m.com/,12251-2018-ASWC,Enclosed,346,9,30,Pending Review,12/05/2019,12/19/2019,12/19/2019,06/29/2018,Ready For Review,06/29/2018,Issued Temp Op Letter,07/02/2018,Pending Review,07/02/2018,Pending Review,07/02/2018,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1097155-DCA,Active,BAR GIACOSA CORP.,BAR PITTI,268,AVENUE OF THE AMERICAS,NEW YORK,NY,10014,Unenclosed,480,21,49,41490544,40.72909081123215,-74.00218646399611,102,3,http://www.nyc.gov/manhattancb2,3213-2020-RSWC,Unenclosed,480,21,49,Application Review Completed,02/13/2020,04/15/2022,,02/13/2020,Ready For Review,02/13/2020,Approved,,Proceed,02/13/2020,Recommend Approval,02/13/2020,Recommendation Issued,02/13/2020,,,,,Approved,02/13/2020,Issued,02/13/2020
1389004-DCA,Inactive,NLAM INC.,,178,KENT AVE,BROOKLYN,NY,11211,Unenclosed,247,12,25,41411052,40.719187429548384,-73.9634344775275,301,33,http://www.nyc.gov/brooklyncb1,128-2020-RSWC,Unenclosed,247,12,25,Pending Review,05/28/2020,08/28/2020,08/28/2020,01/06/2020,Ready For Review,01/06/2020,Issued Temp Op Letter,01/06/2020,Pending Review,01/06/2020,Review Period Expired,03/12/2020,Waived,03/12/2020,,,Review Period Expired,04/02/2020,Pending Review,,Pending Review,
1192051-DCA,Inactive,EAST PUB INC,PHEBE'S,359,BOWERY,NEW YORK,NY,10003,Enclosed,808,24,96,41054554,40.726828835423774,-73.99144926767471,103,2,http://www.nyc.gov/manhattancb3,18638-2017-RSWC,Enclosed,808,24,96,Pending Review,06/09/2020,08/31/2020,08/31/2020,05/22/2017,Ready For Review,05/22/2017,Issued Temp Op Letter,05/22/2017,Proceed,07/13/2017,Review Period Expired,07/13/2017,Waived,07/13/2017,,,Review Period Expired,08/03/2017,Pending Review,,Pending Review,
1389775-DCA,Active,MEM REST CORP.,WICKED WOLF,4029,E TREMONT AVE,BRONX,NY,10465,Unenclosed,225,10,20,41311307,40.81971470954808,-73.81739466466897,210,13,http://www.nyc.gov/html/bxcb10/html/home/home.shtml,17577-2019-RSWC,Unenclosed,225,10,20,Application Review Completed,12/11/2019,04/15/2021,,04/11/2019,Ready For Review,04/11/2019,Approved,04/26/2019,,,Recommend Approval,05/24/2019,Waived,06/11/2019,,,Review Period Expired,07/02/2019,Approved,11/08/2019,Issued,12/11/2019
1421014-DCA,Inactive,"135 WEST B FOOD & DRINK, LLC",TINY'S AND THE BAR UPSTAIRS,135,W BROADWAY,NEW YORK,NY,10013,Unenclosed,112,5,10,41582631,40.71670070807451,-74.00811655028954,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,30704-2018-RSWC,Unenclosed,112,5,10,Application Review Completed,05/23/2019,12/15/2020,,12/05/2018,Ready For Review,12/05/2018,Approved,12/13/2018,,,Review Period Expired,01/24/2019,Waived,01/24/2019,,,Review Period Expired,02/14/2019,Approved,05/23/2019,Issued,05/23/2019
1345353-DCA,Inactive,HL KOELN CORP.,DER SCHWARZE KOELNER,710,FULTON ST,BROOKLYN,NY,11217,Unenclosed,503,30,66,41435738,40.68575896321305,-73.9735919861364,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,12140-2018-RSWC,Unenclosed,503,30,66,Application Review Completed,08/31/2018,09/15/2020,,08/31/2018,Ready For Review,08/31/2018,Approved,,,,,,,,,,,,,,Issued,08/31/2018
2092160-DCA,Active,E & A BAGEL CORP.,BAGEL EXPRESS II,1228,2ND AVE,NEW YORK,NY,10065,Unenclosed,251,8,16,50097999,40.76399223814884,-73.96186483484883,108,5,http://www.cb8m.com/,12693-2019-ASWC,Unenclosed,251,8,16,Application Withdrawn,11/14/2019,12/12/2019,12/12/2019,11/12/2019,Ready For Review,11/12/2019,Withdrawal - Refund Request,,,,,,,,,,,,,,,
2082435-DCA,Active,WB CAFE INC.,,134,W BROADWAY,NEW YORK,NY,10013,Unenclosed,126,8,16,50086791,40.71691203889209,-74.00833662542,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,18377-2018-ASWC,Unenclosed,126,8,16,Application Review Completed,05/02/2019,04/15/2021,,12/20/2018,Ready For Review,12/20/2018,Approved,12/20/2018,,,Recommend Approval,02/21/2019,Recommendation Issued,02/21/2019,SWC Public Hearing,02/06/2019,Review Period Expired,03/14/2019,,,Issued,05/02/2019
2021604-DCA,Active,CONCORD HILL INC,CONCORD HILL,374,GRAHAM AVE,BROOKLYN,NY,11211,Unenclosed,127,7,16,50017348,40.71558143685975,-73.94441518604907,301,34,http://www.nyc.gov/brooklyncb1,35593-2019-RSWC,Unenclosed,127,7,16,Application Review Completed,12/18/2019,12/15/2021,,12/17/2019,Ready For Review,12/17/2019,Approved,,Proceed,12/17/2019,Recommend Approval,12/17/2019,Recommendation Issued,12/17/2019,,,,,Approved,12/17/2019,Issued,12/18/2019
1401947-DCA,Inactive,"768 MAD RESTAURANT, LLC",BAR ITALIA,768,MADISON AVE,NEW YORK,NY,10065,Small Unenclosed,53,2,8,41525379,40.767932933991105,-73.96845106737692,108,4,http://www.cb8m.com/,17858-2019-RSWC,Small Unenclosed,53,2,8,Pending Review,03/10/2020,04/10/2020,04/10/2020,04/15/2019,Ready For Review,04/15/2019,Issued Temp Op Letter,04/15/2019,Pending Review,04/15/2019,Recommend Approval,05/30/2019,Waived,05/30/2019,,,Review Period Expired,06/20/2019,Pending Review,,Pending Review,
1251386-DCA,Active,L & J BRAZIL RESTAURANT INC.,VIA BRASIL,34,W 46TH ST,NEW YORK,NY,10036,Small Unenclosed,127,2,8,40682609,40.756531202402584,-73.98053389770759,105,4,http://www.cb5.org,27417-2019-RSWC,Small Unenclosed,127,2,8,Application Review Completed,01/02/2020,09/15/2021,,09/23/2019,Ready For Review,09/23/2019,Approved,09/24/2019,,,Recommend Approval,09/24/2019,Waived,09/24/2019,,,Review Period Expired,10/23/2019,Approved,01/02/2020,Issued,01/02/2020
2051494-DCA,Inactive,SAUCE MANAGEMENT LLC,SAUCE,78,RIVINGTON ST,NEW YORK,NY,10002,Unenclosed,378,17,34,50056213,40.720480034345975,-73.9893360519048,103,1,http://www.nyc.gov/manhattancb3,2371-2020-RSWC,Unenclosed,378,17,34,Pending Review,06/03/2020,08/03/2020,08/03/2020,01/31/2020,Ready For Review,01/31/2020,Issued Temp Op Letter,02/03/2020,Pending Review,02/03/2020,Review Period Expired,03/26/2020,Waived,03/26/2020,,,Review Period Expired,04/16/2020,Pending Review,,Pending Review,
1097153-DCA,Inactive,RAGUBOY CORP.,,156,E 2ND ST,NEW YORK,NY,10009,Unenclosed,162,5,15,40861946,40.7229718164645,-73.98519041144809,103,2,http://www.nyc.gov/manhattancb3,20546-2018-RSWC,Unenclosed,162,5,15,Application Review Completed,10/21/2019,09/15/2020,,10/17/2018,Ready For Review,10/17/2018,Approved,10/17/2018,,,Review Period Expired,11/29/2018,Waived,11/29/2018,,,Review Period Expired,12/20/2018,Approved,10/21/2019,Issued,10/21/2019
1165364-DCA,Inactive,"BUFFANNA, INC.",IL PICOOLO BUFALO,141,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,52,4,8,41025692,40.718830905327266,-73.99772007834305,102,1,http://www.nyc.gov/manhattancb2,8002-2019-RSWC,Unenclosed,52,4,8,Application Review Completed,10/21/2019,12/15/2020,,03/05/2019,Ready For Review,02/12/2019,Approved,02/13/2019,,,Review Period Expired,04/02/2019,Waived,04/02/2019,,,Review Period Expired,04/23/2019,Approved,10/21/2019,Issued,10/21/2019
1170662-DCA,Inactive,"APPLEJACK COFFEE SHOP, INC.",,230,W 55TH ST,NEW YORK,NY,10019,Small Unenclosed,250,7,28,50005075,40.764686173592615,-73.98265055767632,105,3,http://www.cb5.org,31523-2018-RSWC,Small Unenclosed,250,7,28,Application Review Completed,05/18/2019,12/15/2020,,12/11/2018,Ready For Review,12/11/2018,Approved,12/11/2018,,,Review Period Expired,01/31/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,,,Issued,05/18/2019
1422033-DCA,Inactive,KAZO INC,PIERRE LOTI,300 1/2,E 52ND ST,NEW YORK,NY,10022,Unenclosed,230,9,18,41588029,40.75589967815467,-73.96736670407854,106,4,http://cbsix.org,23972-2018-RSWC,Unenclosed,230,9,18,Application Review Completed,10/29/2018,09/15/2020,,10/29/2018,Ready For Review,10/29/2018,Approved,,Proceed,10/29/2018,Recommend Approval,10/29/2018,Waived,10/29/2018,,,Pending Review,,Pending Review,,Issued,10/29/2018
2054516-DCA,Inactive,AMSTERDAM AVE BAGELS INC,BAGELS & CO,172,W 79TH ST,NEW YORK,NY,10024,Unenclosed,207,12,28,50038038,40.782773162139144,-73.97778191489748,107,6,http://www.nyc.gov/mcb7,26983-2019-RSWC,Unenclosed,207,12,28,Pending Review,06/05/2020,06/23/2020,06/23/2020,09/18/2019,Ready For Review,09/18/2019,Issued Temp Op Letter,09/19/2019,Pending Review,09/19/2019,Recommend Approval,11/08/2019,Waived,11/12/2019,,,Review Period Expired,12/03/2019,Pending Review,,Pending Review,
1067914-DCA,Inactive,"BENNY'S BURRITOS, INC.",BENNY'S BURRITOS,111,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,345,8,24,40388619,40.738008516423214,-74.00222284172622,102,3,http://www.nyc.gov/manhattancb2,31041-2018-RSWC,Unenclosed,345,8,24,Application Review Completed,06/11/2019,12/15/2020,,12/07/2018,Ready For Review,12/07/2018,Approved,12/13/2018,,,Recommend Approval,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,06/06/2019,Issued,06/11/2019
2087392-DCA,Inactive,HAENYEO CORP.,,239,5TH AVE,BROOKLYN,NY,11215,Unenclosed,254,14,28,50085629,40.67514366514349,-73.98113807538307,306,39,http://www.brooklyncb6.org/,2941-2020-RSWC,Unenclosed,254,14,28,Pending Review,05/27/2020,07/15/2020,07/15/2020,02/10/2020,Ready For Review,02/10/2020,Issued Temp Op Letter,02/11/2020,Pending Review,02/10/2020,Review Period Expired,04/07/2020,Waived,04/07/2020,,,Review Period Expired,04/28/2020,Pending Review,,Pending Review,
2071250-DCA,Inactive,"UNCLE BIAGIO, LLC",DON ANGIE,103,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,319,7,14,50069883,40.73779992020904,-74.00194858891926,102,3,http://www.nyc.gov/manhattancb2,4463-2018-ASWC,Unenclosed,319,7,14,Application Review Completed,07/20/2018,12/15/2020,,03/06/2018,Ready For Review,03/07/2018,Approved,03/07/2018,,,Review Period Expired,04/27/2018,Recommendation Issued,05/16/2018,SWC Public Hearing,04/25/2018,Review Period Expired,06/06/2018,Approved,07/12/2018,Issued,07/20/2018
1208521-DCA,Active,"ASC, INC.",LA NONNA,134,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,136,6,12,41128554,40.71849329740089,-73.99759743649996,102,1,http://www.nyc.gov/manhattancb2,20850-2019-RSWC,Unenclosed,136,6,12,Application Review Completed,01/14/2020,04/15/2021,,05/28/2019,Ready For Review,05/28/2019,Approved,05/29/2019,,,Review Period Expired,07/23/2019,Waived,07/23/2019,,,Review Period Expired,08/13/2019,Approved,01/14/2020,Issued,01/14/2020
2063177-DCA,Active,"CAMGT 510 W 42 RESTAURANT OPERATING, LLC",TREADWELL PARK,510,W 42ND ST,NEW YORK,NY,10036,Unenclosed,212,8,16,50060621,40.75965357128661,-73.99659606993944,104,3,http://www.nyc.gov/mcb4,22211-2019-RSWC,Unenclosed,212,8,16,Application Review Completed,11/01/2019,04/15/2021,,06/14/2019,Ready For Review,06/17/2019,Approved,06/17/2019,,,Review Period Expired,08/15/2019,Waived,08/15/2019,,,Review Period Expired,09/05/2019,Approved,11/01/2019,Issued,11/01/2019
